  dataset        a v_congruent t0_congruent v_incongruent t0_incongruent  penalty      fit     time   method
 flanker_std_DDM_subject121   0.9297   3.6763   0.3425   1.4292   0.3519   0.0000 -49.3766   0.0040       ML
 flanker_std_DDM_subject122   1.3956   5.1321   0.3661   3.7369   0.3844   0.0000 -75.6881   0.0030       ML
 flanker_std_DDM_subject123   2.0024   5.1203   0.3350   5.2440   0.4128   0.0000 -75.6145   0.0030       ML
 flanker_std_DDM_subject125   0.8192   4.5726   0.3385   2.1549   0.3558   0.0000 -78.3292   0.0040       ML
 flanker_std_DDM_subject126   1.3436   5.4834   0.3832   1.4895   0.3869   0.0000 -47.1144   0.0050       ML
 flanker_std_DDM_subject128   1.4556   4.0132   0.3564   2.8556   0.4105   0.0000 -50.4595   0.0040       ML
 flanker_std_DDM_subject129   1.3436   2.5402   0.3442   1.7816   0.4108   0.0000 -18.4037   0.0030       ML
 flanker_std_DDM_subject13   2.6437   7.7277   0.3857   5.5685   0.4087   0.0000 -85.0703   0.0040       ML
 flanker_std_DDM_subject130   4.9633   9.0501   0.3048   8.7093   0.3503   0.0000 -91.8615   0.0060       ML
 flanker_std_DDM_subject131   2.5380   4.2246   0.3392   3.8095   0.3664   0.0000 -43.5398   0.0050       ML
 flanker_std_DDM_subject132   1.2255   4.3127   0.3554   2.1302   0.3175   0.0000 -53.4553   0.0050       ML
 flanker_std_DDM_subject133   1.9207   5.4805   0.3350   3.2289   0.3011   0.0000 -58.7140   0.0040       ML
 flanker_std_DDM_subject134   1.2629   3.5543   0.3846   3.3436   0.4478   0.0000 -58.2375   0.0030       ML
 flanker_std_DDM_subject135   1.0704   4.3478   0.3159   2.5162   0.3619   0.0000 -66.4988   0.0040       ML
 flanker_std_DDM_subject14   1.9531   4.7379   0.4503   5.3256   0.5172   0.0000 -72.8626   0.0040       ML
 flanker_std_DDM_subject15   1.2917   4.3301   0.3901   4.0650   0.4563   0.0000 -73.9744   0.0040       ML
 flanker_std_DDM_subject17   1.4063   5.6619   0.3728   2.7768   0.3460   0.0000 -68.5278   0.0130       ML
 flanker_std_DDM_subject18   2.1950   4.8931   0.4139   3.1247   0.3678   0.0000 -47.1393   0.0050       ML
 flanker_std_DDM_subject19   1.1051   3.7290   0.3044   2.0808   0.3187   0.0000 -52.3831   0.0050       ML
 flanker_std_DDM_subject2   9.9999  13.6136   0.1598  15.5640   0.2730   0.0000 -115.5351   0.0090       ML
 flanker_std_DDM_subject20   0.8882   4.5887   0.3543   2.4771   0.4016   0.0000 -78.2602   0.0060       ML
 flanker_std_DDM_subject21   1.1324   6.1426   0.3498   2.8225   0.3555   0.0000 -82.3749   0.0040       ML
 flanker_std_DDM_subject22   9.9806  10.4313   0.0000  10.2016   0.0499   0.0000 -82.7038   0.0070       ML
 flanker_std_DDM_subject23   1.3735   4.9428   0.3335   2.6406   0.3089   0.0000 -60.5519   0.0050       ML
 flanker_std_DDM_subject24   1.1385   3.7611   0.3152   2.9080   0.3589   0.0000 -60.1584   0.0030       ML
 flanker_std_DDM_subject25   1.7965   4.1651   0.2684   2.6816   0.2402   0.0000 -42.0357   0.0040       ML
 flanker_std_DDM_subject27   4.1310   6.8068   0.2661   6.1936   0.2597   0.0000 -69.0132   0.0050       ML
 flanker_std_DDM_subject28   1.5600   4.8914   0.3697   3.4884   0.3935   0.0000 -65.7862   0.0040       ML
 flanker_std_DDM_subject3   2.6047   4.2649   0.3273   2.6458   0.2806   0.0000 -26.7828   0.0040       ML
 flanker_std_DDM_subject30   0.9098   5.1046   0.3936   4.9412   0.4272   0.0000 -103.8168   0.0040       ML
 flanker_std_DDM_subject31   1.4017   3.6958   0.3461   2.2967   0.3717   0.0000 -39.5495   0.0030       ML
 flanker_std_DDM_subject32   3.3223  11.2840   0.3023   7.6688   0.3246   0.0000 -110.1086   0.0060       ML
 flanker_std_DDM_subject34   1.2183   5.5425   0.2760   3.0010   0.3019   0.0000 -74.2429   0.0020       ML
 flanker_std_DDM_subject35   1.5166   4.4090   0.4275   1.8675   0.3211   0.0000 -37.9299   0.0030       ML
 flanker_std_DDM_subject36   1.6578   3.4914   0.4146   3.7373   0.4815   0.0000 -51.5494   0.0030       ML
 flanker_std_DDM_subject37  10.0000  11.6014   0.0695  11.4884   0.1455   0.0000 -93.8707   0.0120       ML
 flanker_std_DDM_subject39   1.4099   3.6210   0.3393   3.5865   0.3841   0.0000 -57.3297   0.0060       ML
 flanker_std_DDM_subject4   1.4838   7.1853   0.3737   5.6108   0.4085   0.0000 -105.3010   0.0050       ML
 flanker_std_DDM_subject42  10.0000  11.2542   0.0885  11.8729   0.1870   0.0000 -93.6920   0.0090       ML
 flanker_std_DDM_subject43   0.9187   4.9886   0.3732   3.3210   0.3970   0.0000 -87.5851   0.0050       ML
 flanker_std_DDM_subject45   2.0935   5.3805   0.3098   2.4661   0.3052   0.0000 -43.9525   0.0040       ML
 flanker_std_DDM_subject46   1.1184   5.9222   0.4121   2.5999   0.4033   0.0000 -74.5444   0.0040       ML
 flanker_std_DDM_subject47   1.8716   5.2457   0.3293   4.0734   0.3752   0.0000 -66.7653   0.0040       ML
 flanker_std_DDM_subject48   1.7611   4.5713   0.4365   4.3910   0.4890   0.0000 -66.1607   0.0050       ML
 flanker_std_DDM_subject5   1.1320   3.9807   0.3661   2.7997   0.4033   0.0000 -61.8337   0.0040       ML
 flanker_std_DDM_subject50   4.2739   6.7444   0.2295   5.0000   0.2422   0.0000 -57.5327   0.0040       ML
 flanker_std_DDM_subject51   0.9632   3.9269   0.2796   1.5675   0.3086   0.0000 -55.2310   0.0040       ML
 flanker_std_DDM_subject52   4.2436   7.2463   0.2542   7.0217   0.3182   0.0000 -75.6224   0.0050       ML
 flanker_std_DDM_subject53   1.0365   7.0193   0.3279   2.8959   0.3325   0.0000 -92.7164   0.0050       ML
 flanker_std_DDM_subject54   3.0829   7.1879   0.3344   7.6240   0.4454   0.0000 -91.5509   0.0050       ML
 flanker_std_DDM_subject56   2.9066   7.1719   0.2761   5.8863   0.3016   0.0000 -81.7555   0.0050       ML
 flanker_std_DDM_subject57   1.4267   4.4428   0.3340   3.1367   0.3529   0.0000 -60.1845   0.0040       ML
 flanker_std_DDM_subject58   1.3341   4.0223   0.4912   3.7703   0.5750   0.0000 -66.3370   0.0050       ML
 flanker_std_DDM_subject6   1.1287   4.0988   0.3665   3.4213   0.4064   0.0000 -70.9795   0.0060       ML
 flanker_std_DDM_subject60   0.9382   3.3289   0.3477   2.1972   0.3591   0.0000 -56.0841   0.0050       ML
 flanker_std_DDM_subject62   1.2042   2.1301   0.3157   1.2965   0.3408   0.0000  -7.5581   0.0040       ML
 flanker_std_DDM_subject63   1.4669   4.6954   0.3744   2.7387   0.3891   0.0000 -55.3412   0.0040       ML
 flanker_std_DDM_subject64   0.9347   3.6013   0.3267   1.4243   0.3318   0.0000 -48.2129   0.0060       ML
 flanker_std_DDM_subject65   3.1972   7.3416   0.2595   6.9782   0.3061   0.0000 -84.4587   0.0070       ML
 flanker_std_DDM_subject66   1.1516   3.4870   0.3540   2.2725   0.3803   0.0000 -46.6388   0.0060       ML
 flanker_std_DDM_subject67   1.6709   2.2894   0.3831   2.2141   0.4503   0.0000 -10.6193   0.0040       ML
 flanker_std_DDM_subject68   2.1950   6.0128   0.3535   5.6704   0.4228   0.0000 -82.5834   0.0050       ML
 flanker_std_DDM_subject69   1.2802   2.2440   0.3637   2.4063   0.4382   0.0000 -24.5050   0.0040       ML
 flanker_std_DDM_subject70   1.1668   4.0645   0.3373   2.0458   0.3559   0.0000 -51.2883   0.0040       ML
 flanker_std_DDM_subject71   3.1855   5.0358   0.3641   4.7969   0.4602   0.0000 -52.9219   0.0050       ML
 flanker_std_DDM_subject72   1.2276   6.5816   0.3562   4.1365   0.3952   0.0000 -96.0089   0.0050       ML
 flanker_std_DDM_subject73   1.6863   1.1879   0.4649   1.2260   0.5334   0.0000  32.4814   0.0040       ML
 flanker_std_DDM_subject75   4.1326   7.0497   0.3238   5.6874   0.3673   0.0000 -65.5354   0.0040       ML
 flanker_std_DDM_subject76   1.5391   4.4190   0.3765   2.9304   0.3792   0.0000 -55.0574   0.0050       ML
 flanker_std_DDM_subject78   1.0997   5.3907   0.4100   2.9437   0.3909   0.0000 -74.0647   0.0050       ML
 flanker_std_DDM_subject8   1.7410   6.2855   0.3452   8.2829   0.4780   0.0000 -110.3329   0.0060       ML
 flanker_std_DDM_subject80   2.8404   6.2905   0.2757   8.0066   0.4038   0.0000 -90.7040   0.0050       ML
 flanker_std_DDM_subject81   1.2328   3.5082   0.3993   2.9526   0.4033   0.0000 -54.3494   0.0040       ML
 flanker_std_DDM_subject83   1.6502   6.3927   0.3251   3.2861   0.2906   0.0000 -72.5764   0.0040       ML
 flanker_std_DDM_subject84   9.9013   9.5972   0.0004   9.2195   0.0570   0.0000 -74.3420   0.0060       ML
 flanker_std_DDM_subject85   1.6553   5.9226   0.3835   5.8188   0.4395   0.0000 -94.1449   0.0050       ML
 flanker_std_DDM_subject86   1.3446   4.0081   0.3878   2.4082   0.4163   0.0000 -48.8229   0.0040       ML
 flanker_std_DDM_subject88   3.5219   7.6858   0.3182   5.3708   0.2985   0.0000 -72.9923   0.0040       ML
 flanker_std_DDM_subject91   2.1981   6.0156   0.3800   4.8226   0.4257   0.0000 -75.2261   0.0060       ML
 flanker_std_DDM_subject92   1.1939   4.2834   0.3295   2.5661   0.3760   0.0000 -61.9030   0.0050       ML
 flanker_std_DDM_subject93   1.4879   3.0404   0.3224   2.3930   0.3266   0.0000 -31.3782   0.0040       ML
 flanker_std_DDM_subject94   1.1773   2.9505   0.3233   1.1788   0.3078   0.0000 -19.9612   0.0040       ML
 flanker_std_DDM_subject95   1.4890   2.3410   0.3597   2.8274   0.4068   0.0000 -26.3605   0.0040       ML
 flanker_std_DDM_subject96   1.4538   5.0085   0.3831   4.5565   0.4360   0.0000 -81.0150   0.0040       ML
 flanker_std_DDM_subject97   1.1909   4.6719   0.3564   1.1151   0.3139   0.0000 -37.5521   0.0040       ML
 flanker_std_DDM_subject98   1.1683   6.2849   0.3899   5.9551   0.4550   0.0000 -112.1076   0.0040       ML
 flanker_std_DDM_subject10   1.1476   5.0002   0.3536   4.1245   0.3927   0.0000 -87.2530   0.0040       ML
 flanker_std_DDM_subject100   2.1851   6.2775   0.3810   3.0361   0.3567   0.0000 -56.9419   0.0040       ML
 flanker_std_DDM_subject101   2.1348   3.7810   0.4293   2.3467   0.3634   0.0000 -23.3951   0.0040       ML
 flanker_std_DDM_subject102   1.5579   4.7857   0.3446   2.6341   0.3196   0.0000 -51.1654   0.0050       ML
 flanker_std_DDM_subject103  10.0000  15.3176   0.1442  10.9303   0.1028   0.0000 -104.3925   0.0080       ML
 flanker_std_DDM_subject104   1.3259   6.1521   0.3107   3.2219   0.2875   0.0000 -79.6436   0.0050       ML
 flanker_std_DDM_subject105   1.6288   6.1356   0.3072   4.1407   0.3556   0.0000 -81.0580   0.0040       ML
 flanker_std_DDM_subject106   1.2192   6.4268   0.3187   2.7185   0.3043   0.0000 -79.1287   0.0050       ML
 flanker_std_DDM_subject108   2.7511   5.4716   0.3242   5.5314   0.3707   0.0000 -68.5966   0.0050       ML
 flanker_std_DDM_subject109   2.5577   6.2382   0.3899   6.7877   0.4310   0.0000 -85.2713   0.0050       ML
 flanker_std_DDM_subject110   1.9742   6.0577   0.2880   6.2745   0.3827   0.0000 -91.5122   0.0050       ML
 flanker_std_DDM_subject111   3.9469   9.6957   0.3039   8.3935   0.3480   0.0000 -101.2026   0.0050       ML
 flanker_std_DDM_subject112   1.4827   3.7071   0.3135   1.5619   0.2685   0.0000 -25.5627   0.0040       ML
 flanker_std_DDM_subject113   2.5717   4.3155   0.2638   4.5473   0.3642   0.0000 -51.7637   0.0060       ML
 flanker_std_DDM_subject114   1.0499   4.8861   0.3364   3.8186   0.3981   0.0000 -85.5542   0.0070       ML
 flanker_std_DDM_subject115   1.9667   6.2556   0.3495   2.5093   0.4043   0.0000 -53.1759   0.0060       ML
 flanker_std_DDM_subject117   1.2763   3.4909   0.3181   1.9695   0.3441   0.0000 -37.2808   0.0040       ML
 flanker_std_DDM_subject118   2.0877   5.0361   0.3725   4.7454   0.4615   0.0000 -68.6139   0.0050       ML
 flanker_std_DDM_subject119   1.9038   3.4152   0.4235   3.1050   0.5039   0.0000 -36.7169   0.0040       ML
 flanker_std_DDM_subject12   1.6510   4.1445   0.3019   4.9740   0.3843   0.0000 -71.1766   0.0040       ML
 flanker_std_DDM_subject120   8.9873   8.6052   0.0000   9.4555   0.1093   0.0000 -73.4684   0.0060       ML
 flanker_std_DDM_subject121   0.9297   3.6763   0.3425   1.4292   0.3519   0.0000 -49.3766   0.0030       ML
 flanker_std_DDM_subject122   1.3956   5.1321   0.3661   3.7369   0.3844   0.0000 -75.6881   0.0030       ML
 flanker_std_DDM_subject123   2.0024   5.1203   0.3350   5.2440   0.4128   0.0000 -75.6145   0.0050       ML
 flanker_std_DDM_subject125   0.8192   4.5726   0.3385   2.1549   0.3558   0.0000 -78.3292   0.0050       ML
 flanker_std_DDM_subject126   1.3436   5.4834   0.3832   1.4895   0.3869   0.0000 -47.1144   0.0050       ML
 flanker_std_DDM_subject128   1.4556   4.0132   0.3564   2.8556   0.4105   0.0000 -50.4595   0.0040       ML
 flanker_std_DDM_subject129   1.3436   2.5402   0.3442   1.7816   0.4108   0.0000 -18.4037   0.0040       ML
 flanker_std_DDM_subject13   2.6437   7.7277   0.3857   5.5685   0.4087   0.0000 -85.0703   0.0040       ML
 flanker_std_DDM_subject130   4.9633   9.0501   0.3048   8.7093   0.3503   0.0000 -91.8615   0.0060       ML
 flanker_std_DDM_subject131   2.5380   4.2246   0.3392   3.8095   0.3664   0.0000 -43.5398   0.0040       ML
 flanker_std_DDM_subject132   1.2255   4.3127   0.3554   2.1302   0.3175   0.0000 -53.4553   0.0040       ML
 flanker_std_DDM_subject133   1.9207   5.4805   0.3350   3.2289   0.3011   0.0000 -58.7140   0.0050       ML
 flanker_std_DDM_subject134   1.2629   3.5543   0.3846   3.3436   0.4478   0.0000 -58.2375   0.0040       ML
 flanker_std_DDM_subject135   1.0704   4.3478   0.3159   2.5162   0.3619   0.0000 -66.4988   0.0050       ML
 flanker_std_DDM_subject136   0.9911   4.2881   0.3157   3.6562   0.3858   0.0000 -79.9650   0.0050       ML
 flanker_std_DDM_subject137   0.8270   4.0604   0.3367   1.8851   0.3685   0.0000 -70.7756   0.0050       ML
 flanker_std_DDM_subject138  10.0000  14.5283   0.0801  10.0447   0.0167   0.0000 -97.7876   0.0090       ML
 flanker_std_DDM_subject139   1.2731   5.2333   0.3463   2.0618   0.3593   0.0000 -57.0106   0.0050       ML
 flanker_std_DDM_subject14   1.9531   4.7379   0.4503   5.3256   0.5172   0.0000 -72.8626   0.0050       ML
 flanker_std_DDM_subject142   2.2110   5.5890   0.3323   4.5119   0.3934   0.0000 -68.8788   0.0040       ML
 flanker_std_DDM_subject143   1.1386   5.1130   0.4360   2.4018   0.4777   0.0000 -67.2133   0.0040       ML
 flanker_std_DDM_subject144   1.5646   4.0452   0.3604   3.3080   0.4472   0.0000 -55.1818   0.0030       ML
 flanker_std_DDM_subject145   1.1379   5.5824   0.4042   4.9324   0.4573   0.0000 -99.6519   0.0040       ML
 flanker_std_DDM_subject146   0.9721   6.2446   0.3849   1.7634   0.3678   0.0000 -73.2041   0.0040       ML
 flanker_std_DDM_subject147   1.8559   2.8378   0.3148   2.4412   0.3885   0.0000 -19.5682   0.0030       ML
 flanker_std_DDM_subject148   1.4018   3.1478   0.3185   2.6751   0.3786   0.0000 -40.3459   0.0030       ML
 flanker_std_DDM_subject15   1.2917   4.3301   0.3901   4.0650   0.4563   0.0000 -73.9744   0.0040       ML
 flanker_std_DDM_subject150   1.8536   1.8886   0.3287   1.3832   0.3634   0.0000  20.7096   0.0030       ML
 flanker_std_DDM_subject151   1.6177   4.8185   0.3168   3.3988   0.3230   0.0000 -61.7332   0.0040       ML
 flanker_std_DDM_subject152   1.4025   4.7306   0.3403   3.7854   0.3798   0.0000 -72.5310   0.0040       ML
 flanker_std_DDM_subject154   1.6361   4.6923   0.3252   3.0787   0.3218   0.0000 -57.0589   0.0070       ML
 flanker_std_DDM_subject155   1.5731   4.2624   0.3509   2.9268   0.4160   0.0000 -54.7568   0.0070       ML
 flanker_std_DDM_subject156   1.0106   5.2925   0.3700   2.1684   0.3802   0.0000 -73.5401   0.0050       ML
 flanker_std_DDM_subject157   9.9939   9.4110   0.0530   9.0360   0.1336   0.0000 -72.0794   0.0060       ML
 flanker_std_DDM_subject158   1.9906   4.5679   0.3760   2.1749   0.3031   0.0000 -33.1466   0.0030       ML
 flanker_std_DDM_subject159   3.4225   5.4869   0.2665   6.4947   0.3671   0.0000 -67.0848   0.0050       ML
 flanker_std_DDM_subject160   1.0981   4.7500   0.3771   5.8672   0.4940   0.0000 -99.9023   0.0060       ML
 flanker_std_DDM_subject161   1.7461   7.0045   0.3273   2.6293   0.2809   0.0000 -65.5247   0.0070       ML
 flanker_std_DDM_subject162   1.4868   3.4441   0.3481   3.2341   0.4072   0.0000 -48.6654   0.0050       ML
 flanker_std_DDM_subject163   1.1131   4.3023   0.3794   3.5731   0.4046   0.0000 -75.4974   0.0040       ML
 flanker_std_DDM_subject164   1.1230   4.2963   0.3839   4.0754   0.4617   0.0000 -80.7018   0.0040       ML
 flanker_std_DDM_subject165   4.3261   8.9683   0.2350   7.7376   0.2711   0.0000 -90.6056   0.0050       ML
 flanker_std_DDM_subject166   3.4193   9.1737   0.3990   5.4124   0.3715   0.0000 -82.4689   0.0050       ML
 flanker_std_DDM_subject167   4.6133   7.1938   0.2883   7.1411   0.3596   0.0000 -74.3180   0.0060       ML
 flanker_std_DDM_subject168   3.4979   8.5684   0.2636   5.5360   0.2920   0.0000 -80.4175   0.0050       ML
 flanker_std_DDM_subject169   1.2707   4.5440   0.3806   2.2346   0.3384   0.0000 -54.4464   0.0040       ML
 flanker_std_DDM_subject17   1.4063   5.6619   0.3728   2.7768   0.3460   0.0000 -68.5278   0.0090       ML
 flanker_std_DDM_subject170   1.1166   3.6683   0.3639   1.9235   0.3628   0.0000 -48.2398   0.0040       ML
 flanker_std_DDM_subject171   1.4958   5.9301   0.3537   3.7733   0.3923   0.0000 -79.2851   0.0040       ML
 flanker_std_DDM_subject173   1.0211   6.8380   0.3650   3.9909   0.3927   0.0000 -104.7069   0.0040       ML
 flanker_std_DDM_subject174   1.4667   6.2645   0.3465   4.2149   0.3877   0.0000 -87.3340   0.0050       ML
 flanker_std_DDM_subject175   8.7499   8.9466   0.0000  10.3202   0.1149   0.0000 -77.8036   0.0060       ML
 flanker_std_DDM_subject177   1.6845   4.0734   0.3803   4.3311   0.4609   0.0000 -63.3387   0.0050       ML
 flanker_std_DDM_subject178   0.8404   6.7509   0.3246   2.7933   0.3108   0.0000 -97.3234   0.0050       ML
 flanker_std_DDM_subject179   1.5752   3.3099   0.3138   3.3554   0.3669   0.0000 -46.1524   0.0040       ML
 flanker_std_DDM_subject18   2.1950   4.8931   0.4139   3.1247   0.3678   0.0000 -47.1393   0.0040       ML
 flanker_std_DDM_subject180   2.7780   7.2955   0.3596   7.4435   0.4325   0.0000 -94.9186   0.0050       ML
 flanker_std_DDM_subject181   1.5781   2.5609   0.3762   1.5448   0.3768   0.0000  -5.1007   0.0040       ML
 flanker_std_DDM_subject182   1.3392   3.8212   0.3083   3.0044   0.3422   0.0000 -55.7394   0.0050       ML
 flanker_std_DDM_subject183   1.2601   5.1142   0.3492   4.2969   0.3760   0.0000 -84.5206   0.0040       ML
 flanker_std_DDM_subject184   1.1173   5.5668   0.3801   3.4819   0.4175   0.0000 -85.9779   0.0060       ML
 flanker_std_DDM_subject185   1.2885   4.0899   0.3113   2.4618   0.2938   0.0000 -53.1062   0.0060       ML
 flanker_std_DDM_subject186   1.1978   5.0228   0.3347   2.0655   0.2969   0.0000 -59.6950   0.0040       ML
 flanker_std_DDM_subject187   1.2515   4.2960   0.3571   2.6030   0.3879   0.0000 -59.1043   0.0050       ML
 flanker_std_DDM_subject188   4.2441   7.1167   0.3076   6.2747   0.3847   0.0000 -69.7681   0.0050       ML
 flanker_std_DDM_subject19   1.1051   3.7290   0.3044   2.0808   0.3187   0.0000 -52.3831   0.0040       ML
 flanker_std_DDM_subject190   1.5017   3.2406   0.3754   2.6186   0.4250   0.0000 -37.2387   0.0020       ML
 flanker_std_DDM_subject192   1.0417   4.2414   0.3714   2.1362   0.3812   0.0000 -59.7167   0.0050       ML
 flanker_std_DDM_subject193   1.2521   5.4660   0.3469   2.1309   0.3153   0.0000 -60.8522   0.0060       ML
 flanker_std_DDM_subject194   2.2766   2.9871   0.3049   2.5178   0.2697   0.0000 -14.7140   0.0050       ML
 flanker_std_DDM_subject195   0.9854   3.8376   0.3810   2.8946   0.3897   0.0000 -67.8458   0.0060       ML
 flanker_std_DDM_subject196   0.7972   4.3873   0.3227   1.5501   0.3368   0.0000 -71.3308   0.0050       ML
 flanker_std_DDM_subject197   3.1208   5.4281   0.2163   7.2629   0.3420   0.0000 -76.0501   0.0050       ML
 flanker_std_DDM_subject198   3.5267   7.1793   0.3224   7.8000   0.3941   0.0000 -87.7510   0.0060       ML
 flanker_std_DDM_subject199   1.2760   4.4730   0.3593   2.6603   0.3536   0.0000 -59.5786   0.0040       ML
 flanker_std_DDM_subject2   9.9999  13.6136   0.1598  15.5640   0.2730   0.0000 -115.5351   0.0080       ML
 flanker_std_DDM_subject20   0.8882   4.5887   0.3543   2.4771   0.4016   0.0000 -78.2602   0.0050       ML
 flanker_std_DDM_subject200   0.9585   3.8763   0.3218   1.2367   0.3523   0.0000 -52.9948   0.0050       ML
 flanker_std_DDM_subject201   1.6452   3.0168   0.3757   1.8098   0.3532   0.0000 -15.6467   0.0040       ML
 flanker_std_DDM_subject202   1.4780   3.9719   0.3425   3.3308   0.4228   0.0000 -57.2368   0.0030       ML
 flanker_std_DDM_subject203   3.3768   6.9934   0.3121   7.6682   0.3809   0.0000 -85.9446   0.0040       ML
 flanker_std_DDM_subject205   1.6089   4.7945   0.3544   3.5707   0.3568   0.0000 -63.2246   0.0030       ML
 flanker_std_DDM_subject206   2.2094   4.8427   0.2993   4.8493   0.3775   0.0000 -65.8411   0.0040       ML
 flanker_std_DDM_subject207   9.9931  13.2191   0.1057  10.3229   0.0728   0.0000 -94.5256   0.0070       ML
 flanker_std_DDM_subject208   1.2420   3.7915   0.3404   2.6978   0.3774   0.0000 -54.0564   0.0050       ML
 flanker_std_DDM_subject21   1.1324   6.1426   0.3498   2.8225   0.3555   0.0000 -82.3749   0.0050       ML
 flanker_std_DDM_subject210   1.6719   7.1280   0.3873   3.4084   0.3702   0.0000 -78.4086   0.0060       ML
 flanker_std_DDM_subject213   1.2167   5.1496   0.3209   4.1530   0.3748   0.0000 -78.9269   0.0100       ML
 flanker_std_DDM_subject214   1.4886   5.8936   0.3065   5.0016   0.3415   0.0000 -91.0607   0.0050       ML
 flanker_std_DDM_subject215   1.3734   5.6088   0.3334   4.6292   0.3674   0.0000 -87.6379   0.0050       ML
 flanker_std_DDM_subject216   2.4957   5.5723   0.3390   6.8103   0.4223   0.0000 -79.9744   0.0060       ML
 flanker_std_DDM_subject217   1.2580   3.5892   0.3137   2.3734   0.3458   0.0000 -46.8992   0.0050       ML
 flanker_std_DDM_subject218   1.7956   2.9775   0.3118   2.2940   0.3867   0.0000 -21.2480   0.0050       ML
 flanker_std_DDM_subject219   1.1849   5.0413   0.3209   4.0739   0.3816   0.0000 -84.3989   0.0040       ML
 flanker_std_DDM_subject22   9.9806  10.4313   0.0000  10.2016   0.0499   0.0000 -82.7038   0.0090       ML
 flanker_std_DDM_subject220   1.2265   4.9507   0.4485   3.4341   0.4712   0.0000 -76.4825   0.0070       ML
 flanker_std_DDM_subject221   1.2293   3.7136   0.3471   3.5469   0.3941   0.0000 -64.0265   0.0060       ML
 flanker_std_DDM_subject223   1.3339   3.7045   0.3558   0.6934   0.3549   0.0000 -19.0645   0.0060       ML
 flanker_std_DDM_subject224   3.3523   9.2932   0.3336   7.2042   0.3413   0.0000 -97.8225   0.0090       ML
 flanker_std_DDM_subject225   1.1138   4.0204   0.3494   2.4145   0.3458   0.0000 -58.1071   0.0050       ML
 flanker_std_DDM_subject226   2.8824   4.1645   0.3409   5.9995   0.5035   0.0000 -57.2815   0.0050       ML
 flanker_std_DDM_subject227   0.9211   2.5416   0.2705   2.9505   0.3433   0.0000 -55.9714   0.0050       ML
 flanker_std_DDM_subject228   2.0549   5.4828   0.3554   3.0807   0.3091   0.0000 -53.9484   0.0050       ML
 flanker_std_DDM_subject229   3.5174   6.1409   0.2273   6.3492   0.3317   0.0000 -71.1685   0.0060       ML
 flanker_std_DDM_subject23   1.3735   4.9428   0.3335   2.6406   0.3089   0.0000 -60.5519   0.0050       ML
 flanker_std_DDM_subject230   1.4238   4.0078   0.3786   2.4316   0.3921   0.0000 -45.4608   0.0050       ML
 flanker_std_DDM_subject231   2.2158   4.7065   0.3666   4.2078   0.4615   0.0000 -58.1145   0.0060       ML
