id,meta_start,meta_captcha,meta_resolution_ratio,meta_resolution_height,dems_edu,dems_class_current,chaos01,chaos02,chaos03,chaos04,chaos05,chaos06,chaos07,chaos08,chaos09,chaos10,chaos11,chaos12,chaos13,chaos14,chaos15,unp01,unp02,unp03,unp04,unp05,unp06,unp07,unp08,unp_moving,unp_other_adults,unp_female_fig_num,unp_female_fig_rom,unp_male_fig_num,unp_male_fig_rom,quic01,quic02,quic03,quic04,quic05,quic06,quic07,quic08,quic09,quic10,quic11,quic12,quic13,quic14,quic15,quic16,quic17,quic18,quic19,quic20,quic21,quic22,quic23,quic24,quic25,quic26,quic27,quic28,quic29,quic30,quic31,quic32,quic33,quic34,quic35,quic36,quic37,change_env01,change_env02,change_env03,change_env04,change_env_mean,change_env_missing,chaos_mean,chaos_missing,quic_monitoring_mean,quic_monitoring_missing,quic_par_predict_mean,quic_par_predict_missing,quic_par_env_mean,quic_par_env_missing,quic_phys_env_mean,quic_phys_env_missing,quic_safety_mean,quic_safety_missing,quic_total_mean,quic_total_missing,unp_moving_binned,unp_male_fig_rom_binned,unp_female_fig_rom_binned,unp_pcunp_quic_comp,unp_subj_comp,unp_obj_comp,unp_comp,violence01,violence02,violence03,violence04,violence05,violence06,violence07,fighting_mean,vio_comp,ses01,ses02,ses03,ses04,ses05,ses06,ses07,ses_subj_comp,ses_subj_missing,ses_obj_comp,ses_obj_missing,ses_comp,att_style01,att_style02,att_style03,att_style04,att_style05,att_style06,att_style07,att_style08,att_style09,att_style10,att_style11,att_style12,att_style13,att_style14,att_style_int,att_style_ext,impuls01,impuls02,impuls03,impuls04,impuls05,fos01,fos02,fos03,fos04,fos05,fos06,fos07,fos08,fos09,fos10,fos11,fos12,fos13,fos14,fos15,impuls_mean,impuls_missing.x,fos_pa_mean,fos_pa_missing,fos_tp_mean,fos_tp_missing,fos_fc_mean,fos_fc_missing,fos_fo_mean,fos_fo_missing,depression01,depression02,depression03,depression04,depression05,depression06,depression07,depression08,depression09,depression10,depression11,depression12,depression13,depression14,depression15,depression16,depression17,depression18,depression19,depression20,depression_mean,impuls_missing.y,dems_ethnicity,dems_ethnicity_mixed,dems_age,dems_sex,dems_gender,dems_gender_4_text,att_check01,att_check02,att_getup,att_interrupted,att_noise,attention_check_sum,attention_interrupt_sum,ex_narb_NA_selfreport_pass,ex_narb_attention_checks_pass,ex_narb_suspect_responses_pass,ex_narb_resolution_ratio,ex_narb_resolution_height,rt_flanker_congruent,rt_flanker_incongruent,acc_flanker_congruent,acc_flanker_incongruent,flanker_data_long,rt_globloc_global,rt_globloc_local,acc_globloc_global,acc_globloc_local,a_flanker,t0_flanker,p_flanker,rd_flanker,sda_flanker,g2_flanker,bbic_flanker,interference_flanker,ssp_refit,hddm_a_fixed,hddm_v_local,hddm_v_global,hddm_t0_local,hddm_t0_global,final_width_px,scale_factor,no_resize,fullscreenenter,fullscreenexit,blur_event,focus_event,event_during_flanker,event_during_globloc
79,2023-05-09T12:44:17Z,0.8999999761581421,1.7777777777777777,1080,6,1,4,3,3,4,1,2,4,3,3,2,3,4,1,4,2,2,2,1,2,3,3,3,4,3,1,1,0,2,0,2,3,2,3,4,3,3,2,2,2,2,3,1,3,2,2,3,4,4,5,5,2,2,1,1,3,3,1,4,2,1,3,1,1,2,3,3,2,2,2,3,2.25,0,2.8666666666666667,0,2.6666666666666665,0,3,0,2,0,1.8571428571428572,0,2.6666666666666665,0,2.5135135135135136,0,2,0,0,0.4070609759414981,0.448279479884154,0.14901744301530398,0.298648461449729,4,3,5,2,2,3,2,2,0.430887021891016,3,3,4,2,1,1,2,2.2857142857142856,0,-1.507362797832885,0,-1.4670099712151488,5,4,4,4,1,2,4,1,2,5,4,5,5,2,3.142857142857143,3.7142857142857144,3,5,3,1,3,3,5,2,3,4,2,3,2,4,2,5,4,3,3,4,3,0,3,0,3.8,0,3,0,3.2666666666666666,0,2,2,3,2,2,3,3,3,4,3,3,4,1,3,3,4,2,2,4,2,2.75,0,"Hispanic of Latino (e.g., Mexican American, Central American, and others)",0,28,0,1,NA,5,2,0,0,1,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0.727,0.8508064516129032,1,1,,0.8753333333333333,0.8233125,0.7,0.45714285714285713,0.112,0.493,0.463,0.023,2.035,83.98633882251556,1868.8597274243173,88.47826086956522,FALSE,1.42291044,-0.01060689360477,0.7187791846166667,0.39914168833333336,0.44533463366666665,366,1.0844444444444443,0,1,0,0,1,FALSE,FALSE
80,2023-05-09T12:27:39Z,0.800000011920929,1.7786458333333333,768,2,3,4,2,4,2,1,1,2,4,1,1,1,1,4,2,2,1,1,1,3,1,1,1,1,3,2,0,0,0,0,2,2,2,2,2,2,1,1,1,1,2,1,3,2,4,2,1,4,1,2,2,1,5,1,1,1,2,4,4,4,4,2,4,4,1,1,1,4,4,4,4,4,0,2.1333333333333333,0,1.6666666666666667,0,2.0833333333333335,0,1.8333333333333333,0,3.7142857142857144,0,1,0,2.1621621621621623,0,2,0,0,-0.535498907945721,-0.4962677259673587,0.664736825647297,0.08423454983996914,1,2,2,4,3,3,3,5.5,1.4527518761537406,5,5,5,3,4,4,5,4.428571428571429,0,0.46621641131358416,0,0.8707519861644025,1,2,4,2,1,1,1,1,2,5,1,4,2,1,1.7142857142857142,2.2857142857142856,1,1,1,1,1,5,4,5,5,5,5,5,1,4,4,5,4,5,4,5,1,0,4.8,0,3.8,0,4.6,0,4.4,0,1,2,2,4,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1.4,0,Black or African American,0,23,0,1,NA,5,2,0,0,1,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0.6731379310344827,0.7081724137931035,0.9666666666666667,0.90625,,0.5823076923076923,0.48205555555555557,0.8666666666666667,0.5,0.073,0.382,0.316,0.012,1.826,153.92986563225367,2052.211011366477,152.16666666666666,FALSE,NA,NA,NA,NA,NA,304,0.9007407407407407,1,1,0,0,1,FALSE,FALSE
81,2023-05-09T12:36:13Z,1,1.7786458333333333,768,6,3,3,3,1,2,1,1,3,1,1,1,1,1,3,1,3,1,1,1,1,1,1,3,3,0,2,0,0,0,0,3,3,1,2,1,3,2,3,2,1,3,1,1,1,1,3,1,1,1,3,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,4,4.25,0,1.7333333333333334,0,2.2222222222222223,0,1.5,0,1.6666666666666667,0,1,0,1,0,1.5675675675675675,0,0,0,0,-0.7383282500480339,-0.7975095803514124,0.32479533516105485,-0.23635712259517877,1,3,4,1,2,3,3,2,0.13090955021212852,5,5,5,5,5,3,2,4.285714285714286,0,0.12599878532553346,0,0.5859101084896147,2,4,1,4,3,2,2,4,2,3,2,3,1,4,2.7142857142857144,2.5714285714285716,1,1,1,1,1,5,4,5,5,3,4,5,5,5,5,2,5,2,5,1,1,0,4.2,0,3.8,0,4.2,0,4.066666666666666,0,2,1,1,1,3,1,3,2,1,1,1,1,2,2,1,1,2,1,1,1,1.45,0,Black or African American,0,30,0,1,NA,5,2,0,0,1,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0.680375,0.7473333333333333,1,0.967741935483871,,0.8475,0.5384285714285715,0.4666666666666667,0.5833333333333334,0.235,0.354,0.719,0.03,1.648,160.02506530880208,1987.8926327379943,54.93333333333333,FALSE,1.3880492733333334,0.391121265122,0.03156125209691667,0.2379758325,0.213285863,304,0.9007407407407407,1,1,0,0,1,FALSE,FALSE
82,2023-05-09T12:49:00Z,0.8999999761581421,1.6,900,6,3,2,1,2,2,2,3,2,2,2,1,2,2,2,3,2,2,2,1,1,1,1,2,1,3,2,0,0,0,0,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,1,2,3,1,1,1,1,1,3,2,1,3,2,1,2,3,2,1,2,1,2,1,1,2,1.5,0,2,0,1.4444444444444444,0,1.4166666666666667,0,1.5,0,2,0,1.3333333333333333,0,1.5405405405405406,0,2,0,0,-0.8278117833284663,-0.7511296336238008,-0.07200514954126447,-0.41156739158253264,1,1,2,1,1,1,1,1,-0.9002820347859082,5,5,5,5,2,2,4,4,0,1.0904845638061824,0,1.033166375059316,2,2,3,3,2,2,2,4,2,3,4,2,3,2,2.5714285714285716,2.5714285714285716,2,2,1,2,2,4,4,4,4,4,5,4,4,4,4,4,4,5,4,2,1.8,0,4.4,0,4,0,3.6,0,4,0,2,2,1,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,1,2,1.7,0,"White, Caucasian, Anglo, European American",0,23,1,2,NA,5,2,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0.49578125,0.6001071428571428,1,0.875,,0.6784827586206896,0.54615625,0.9666666666666667,0.8888888888888888,0.07,0.375,0.616,0.015,1.898,115.38083029473648,1976.2945588749524,126.53333333333333,FALSE,1.4562435633333333,1.94877362,1.744655319,0.251197682,0.29018847,422,1.2503703703703704,0,1,0,0,1,FALSE,FALSE
83,2023-05-09T12:50:05Z,1,1.7777777777777777,1080,6,2,1,1,1,1,1,1,2,1,1,1,1,1,1,5,2,1,1,1,1,1,1,1,1,1,2,0,0,0,0,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1.25,0,1.4,0,1.1111111111111112,0,1.0833333333333333,0,1,0,1,0,1,0,1.054054054054054,0,1,0,0,-1.3348851385842484,-1.34240561459722,-0.3524871910626697,-0.8474464028299449,2,1,3,1,1,1,1,1,-0.7502932989464643,4,4,4,4,2,2,3,3.2857142857142856,0,-0.983453588215891,0,-0.6215501942722421,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,5,5,5,5,5,3,5,5,3,5,1,0,5,0,3.4,0,5,0,4.466666666666667,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,"White, Caucasian, Anglo, European American",0,27,0,1,NA,5,2,0,0,1,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0.6503125,0.74425,1,1,,1.301642857142857,1.0549411764705883,0.9333333333333333,0.9444444444444444,0.21,0.35,0.695,0.01,1.238,50.746552032535355,1834.7454845684056,123.8,FALSE,2.14479885,1.5049462063333334,1.1952387433333334,0.41195386766666664,0.4804382873333333,304,0.9007407407407407,1,1,0,0,1,FALSE,FALSE
84,2023-05-09T12:40:25Z,1,1.7777777777777777,864,1,2,4,1,2,3,2,2,2,4,3,2,3,5,1,4,2,4,4,2,3,3,4,4,4,5,2,0,0,0,0,1,2,2,2,4,1,3,3,4,2,2,4,3,4,3,3,5,5,5,5,5,5,5,3,4,4,4,4,4,3,1,3,4,2,1,3,4,2,3,2,2,2.25,0,2.6666666666666665,0,2.4444444444444446,0,3.8333333333333335,0,4.166666666666667,0,3,0,2.6666666666666665,0,3.2972972972972974,0,3,0,0,1.4570010997652354,1.0890334786829032,0.35582528701785315,0.7224293828503782,2,4,3,2,3,5,3,2,0.5058813898107378,5,4,5,4,3,3,4,4,0,0.11869591355776787,0,0.43237718640743517,2,3,2,5,2,2,4,2,2,2,5,5,1,2,3.2857142857142856,2.2857142857142856,3,2,4,4,3,3,2,2,4,1,5,3,2,3,3,1,5,4,2,2,3.2,0,4,0,1.6,0,2.8,0,2.8,0,2,1,3,4,1,3,2,4,4,2,3,3,4,4,1,3,3,3,4,2,2.8,0,"White, Caucasian, Anglo, European American",0,28,1,2,NA,5,2,0,0,1,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0.5680625,0.6717741935483871,1,0.96875,,0.8079000000000001,0.8819142857142857,1,1,0.096,0.408,0.616,0.013,1.573,164.07516923245026,1990.0201675953076,121,FALSE,2.26912056,2.265233996666667,2.70685515,0.3895402903333333,0.40001417633333336,303,0.8977777777777777,0,1,0,0,1,FALSE,FALSE
85,2023-05-09T12:38:31Z,1,1.6,900,4,4,4,1,2,2,1,1,1,2,1,1,2,2,1,1,2,2,2,3,1,1,1,1,1,4,1,1,0,0,0,1,2,2,3,5,1,5,2,2,2,1,2,1,2,2,1,1,2,4,2,3,1,1,1,1,2,2,1,4,4,2,2,2,1,2,2,2,2,2,3,3,2.5,0,1.6,0,2.5555555555555554,0,1.9166666666666667,0,1.3333333333333333,0,2.2857142857142856,0,2,0,2.054054054054054,0,2,0,0,-0.4519809435506511,-0.6546338309036821,0.22269164053416016,-0.21597109518476099,2,3,3,1,2,3,3,2.5,0.3090306870723985,4,5,4,5,2,2,4,3.7142857142857144,0,0.4704729868441506,0,0.5008383664328458,4,2,3,2,4,1,4,3,2,3,4,3,3,1,2.7142857142857144,2.857142857142857,2,3,3,4,2,4,5,3,3,3,5,4,3,4,4,5,5,5,5,3,2.8,0,4.6,0,4.2,0,3.4,0,4.066666666666666,0,1,1,1,1,3,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1.25,0,Black or African American,0,20,1,2,NA,5,2,0,0,1,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0.5253870967741936,0.6099333333333333,0.96875,0.967741935483871,,0.7546071428571428,0.7446111111111111,0.9333333333333333,1,0.083,0.392,0.671,0.017,1.865,127.163515608075,1999.4883909234636,109.70588235294117,FALSE,1.8552051066666666,2.39816271,1.711167745,0.36594496866666665,0.269604702,432,1.28,0,1,0,1,2,FALSE,FALSE
86,2023-05-09T12:37:40Z,1,1.5,912,6,3,3,2,2,4,2,3,2,2,2,2,2,3,2,3,3,2,2,1,1,1,2,2,1,0,2,0,0,0,0,2,3,2,3,3,3,3,3,3,1,2,1,1,3,2,3,3,1,1,1,1,3,1,1,1,3,2,1,1,1,1,3,2,2,2,3,1,2,2,2,2,2,0,2.466666666666667,0,2.7777777777777777,0,1.6666666666666667,0,1.8333333333333333,0,1.5714285714285714,0,2,0,1.972972972972973,0,0,0,0,-0.4997054946335483,-0.3368081841730167,-0.3382724425086504,-0.33754031334083356,3,2,5,2,2,3,2,1,-0.07534398766896766,2,2,4,3,1,1,2,2.142857142857143,0,-1.691054381461828,0,-1.6550827067850358,2,4,2,3,2,2,2,2,3,3,3,3,3,3,2.7142857142857144,2.5714285714285716,3,2,2,2,2,3,2,3,4,2,3,2,3,2,3,3,3,3,3,3,2.2,0,2.8,0,2.6,0,3,0,2.8,0,1,1,1,3,1,1,1,3,1,1,3,2,1,1,1,3,1,1,1,1,1.45,0,"Asian or Asian American (e.g., Chinese, Japanese, and others)",0,26,1,2,NA,5,2,0,0,1,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0.50428125,0.5553666666666667,1,0.9375,,0.6292413793103449,0.6140555555555556,0.9666666666666667,0.5142857142857142,0.063,0.346,0.403,0.029,2.134,73.57010469115652,1914.9974743242935,73.58620689655172,FALSE,1.1957714666666666,0.26343930567133333,1.6600214393333332,0.32347411233333334,0.2947213303333333,440,1.3037037037037038,0,1,1,3,4,FALSE,FALSE
87,2023-05-09T12:50:36Z,1,1.7777777777777777,864,6,2,2,1,2,2,2,1,2,2,2,1,2,1,1,2,2,1,2,1,1,1,1,1,1,2,2,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,5,1,2,2,3,2,2,1,1,1,2,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,2,1,2,2,1.75,0,1.6666666666666667,0,1,0,1.9166666666666667,0,1.1666666666666667,0,1.8571428571428572,0,1,0,1.4864864864864864,0,1,0,0,-1.0067788498893304,-1.0089984926397935,-0.2051387960249574,-0.6070686443323754,2,2,3,2,1,2,2,1,-0.450315827267577,4,5,5,4,2,2,4,3.7142857142857144,0,0.22940402443833705,0,0.35180222951571183,1,1,1,1,1,1,1,2,2,1,3,4,1,1,2,1,3,1,1,1,2,4,5,4,5,5,3,3,3,5,2,5,4,4,5,3,1.6,0,3.6,0,4.6,0,3.8,0,4,0,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1.2,0,"Hispanic of Latino (e.g., Mexican American, Central American, and others)",0,23,0,1,NA,5,2,0,0,1,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0.447375,0.5207241379310344,1,0.90625,,0.5934285714285714,0.6486857142857143,0.9655172413793104,0.9722222222222222,0.073,0.283,0.458,0.018,1.94,112.64012532422466,2003.43066141941,107.77777777777779,FALSE,1.7174051633333334,2.1093716733333334,2.7303438333333334,0.286108591,0.3159999943333333,365,1.0814814814814815,0,1,0,0,1,FALSE,FALSE
88,2023-05-09T12:22:18Z,1,1.7786458333333333,768,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,0,-1.3667015059728465,-1.5261030067443018,0.07534324549644784,-0.725379880623927,1,5,3,2,1,1,1,3,0.262168720173503,5,5,5,5,1,1,5,3.857142857142857,0,0.12599878532553346,0,0.36238301027067576,1,5,1,3,1,1,1,1,1,1,1,1,1,1,1.5714285714285714,1.2857142857142858,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,5,0,5,0,4.2,0,4.733333333333333,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,Black or African American,0,29,0,1,NA,5,2,0,0,1,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0.72353125,0.7644193548387097,1,1,,NA,NA,NA,NA,0.101,0.507,0.52,0.023,1.592,53.92221260495451,1835.190183171331,69.21739130434783,FALSE,NA,NA,NA,NA,NA,340,1.0074074074074075,0,0,0,11,12,FALSE,TRUE
89,2023-05-09T12:44:20Z,1,1.7777777777777777,864,5,2,4,4,1,4,2,1,5,1,1,2,1,3,2,4,3,1,1,1,1,1,1,2,1,1,2,0,0,0,0,2,2,1,2,3,3,4,4,3,1,3,1,1,3,2,3,2,1,1,1,2,3,1,2,1,1,1,2,3,3,1,3,2,3,1,2,1,2,2,1,2,1.75,0,2.533333333333333,0,2.6666666666666665,0,1.75,0,1.5,0,2.4285714285714284,0,1.3333333333333333,0,2.027027027027027,0,1,0,0,-0.6886151760033493,-0.4396823685649092,-0.2051387960249574,-0.3224105822949333,3,2,4,3,2,2,2,1,-0.15033835558868947,1,1,2,3,3,3,4,2.4285714285714284,0,-0.8916077964014195,0,-1.0118225392949998,3,2,3,3,4,3,3,2,2,3,3,3,4,3,2.5714285714285716,3.2857142857142856,1,1,1,1,1,5,3,5,5,2,4,1,4,2,3,5,3,4,2,4,1,0,3.4,0,3.2,0,3.8,0,3.466666666666667,0,1,1,1,2,1,1,2,2,1,1,1,2,2,1,1,2,2,1,1,1,1.35,0,"White, Caucasian, Anglo, European American",0,25,1,2,NA,5,2,0,0,1,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0.66953125,0.7058709677419355,1,0.96875,,1.080814814814815,1.1836969696969697,0.9642857142857143,0.9166666666666666,0.069,0.502,0.429,0.034,1.771,68.71664139806849,1889.976211381781,52.08823529411764,FALSE,2.16654939,1.423352703,1.706634124,0.535967542,0.5062324266666667,303,0.8977777777777777,0,1,1,2,3,FALSE,FALSE
90,2023-05-09T12:41:37Z,1,1.7786458333333333,768,6,3,3,2,2,1,1,2,2,2,1,1,1,3,1,3,3,1,1,1,1,1,1,2,1,0,2,0,0,0,0,2,3,4,3,3,2,4,3,3,1,1,1,1,4,2,2,2,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1.25,0,1.8666666666666667,0,3,0,1.75,0,1.1666666666666667,0,1,0,1,0,1.7567567567567568,0,0,0,0,-0.8476970129463398,-0.8187404793446017,-0.5592950350652188,-0.6890177572049103,2,1,2,2,1,2,2,1.5,-0.4221834262467507,5,5,5,5,2,2,5,4.142857142857143,0,0.06862140654866308,0,0.4759286416630756,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1.2857142857142858,2,1,2,2,2,4,2,3,5,3,4,4,4,4,3,1,4,5,3,3,1.8,0,4.2,0,2.6,0,3.6,0,3.466666666666667,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1.05,0,"Asian or Asian American (e.g., Chinese, Japanese, and others)",0,30,0,1,NA,5,2,0,0,1,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0.471375,0.5257777777777778,1,0.84375,,0.8237777777777778,0.7888529411764705,0.9310344827586207,0.9444444444444444,0.049,0.368,0.504,0.018,1.688,68.15787980606947,1966.4891007640956,93.77777777777779,FALSE,1.7089826733333333,1.8360014473333333,1.9394950006666667,0.38524063333333336,0.43379745066666664,428,1.268148148148148,0,1,0,1,2,FALSE,FALSE
91,2023-05-09T12:33:21Z,1,1.6,800,6,2,4,3,4,3,3,4,4,3,4,3,5,4,3,4,3,2,3,4,1,3,3,3,2,3,2,0,0,0,0,2,4,5,4,2,1,4,3,5,2,3,1,2,4,2,5,3,3,3,3,4,5,2,5,2,3,2,1,2,2,1,1,1,2,2,3,1,2,2,3,2,2.25,0,3.6,0,3.3333333333333335,0,2.9166666666666665,0,3.1666666666666665,0,1.4285714285714286,0,2,0,2.7027027027027026,0,2,0,0,0.5919936113877242,0.8720773821044299,0.14901744301530398,0.5105474125598669,5,5,4,3,4,5,4,2.5,1.2839574700287826,2,4,4,3,2,2,3,2.857142857142857,0,-0.328973598216258,0,-0.4404579320157759,5,4,5,4,4,4,3,4,4,5,5,5,5,5,4.142857142857143,4.714285714285714,4,5,3,3,4,3,5,4,3,3,2,3,1,4,3,5,3,3,4,4,3.8,0,2.8,0,3.6,0,3.6,0,3.3333333333333335,0,3,1,4,4,3,4,3,4,4,3,3,4,3,4,2,4,2,3,3,3,3.2,0,"White, Caucasian, Anglo, European American",0,30,0,1,NA,5,2,0,0,1,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0.65990625,0.7146,1,0.967741935483871,,1.2474827586206896,1.0502285714285715,0.9666666666666667,0.9722222222222222,0.08,0.45,0.388,0.006,0.948,72.62420093660609,1898.1164087005827,158,FALSE,2.4281243866666666,1.7739556056666668,1.505137548,0.40479517266666665,0.48899676633333333,312,0.9244444444444444,0,1,0,0,1,FALSE,FALSE
92,2023-05-09T12:55:44Z,0.8999999761581421,1.7777777777777777,1080,4,4,2,2,2,3,2,2,2,1,1,1,1,1,2,2,3,2,1,1,1,1,1,1,1,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1.8,0,1,0,1.6666666666666667,0,1,0,1,0,1,0,1.2162162162162162,0,1,0,0,-1.165860686832321,-1.0643992934460564,-0.42616138858152586,-0.7452803410137911,1,1,2,1,1,1,1,1,-0.9002820347859082,4,4,4,4,4,4,5,4.142857142857143,0,0.8796274389074037,0,0.9773171442433812,2,4,4,2,3,2,1,3,3,3,2,2,3,3,2.4285714285714284,2.857142857142857,1,1,1,1,1,5,3,3,3,2,3,4,4,2,3,3,2,4,3,4,1,0,3.6,0,3,0,3,0,3.2,0,2,1,1,4,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1.7,0,"White, Caucasian, Anglo, European American",0,29,0,1,NA,5,3,0,0,1,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,0.56178125,0.72788,1,0.78125,,0.5895625,0.5105,0.5714285714285714,0.5142857142857142,0.062,0.403,0.335,0.009,1.777,108.89514515299462,2049.313019512678,197.44444444444446,FALSE,1.0867432083333333,0.220739619371,0.48088128029966665,0.216300543,0.24476237033333334,196,0.5807407407407408,0,1,0,0,1,FALSE,FALSE
93,2023-05-09T12:56:57Z,1,1.7777777777777777,1080,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,0,1,0,1.8888888888888888,0,1.25,0,1,0,1.5714285714285714,0,1,0,1.4054054054054055,0,1,0,0,-1.128078750558361,-1.3620874780415504,-0.42616138858152586,-0.8941244333115381,1,1,1,1,1,1,1,1,-0.97527640270563,5,5,5,5,4,4,5,4.714285714285714,0,0.6541645704730937,0,1.135965298440611,1,2,2,4,2,2,3,2,3,3,3,3,3,3,2.5714285714285716,2.5714285714285716,2,2,2,2,2,4,2,4,4,2,4,3,3,2,3,3,3,3,3,3,2,0,3.4,0,2.6,0,3.2,0,3.066666666666667,0,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,2,1,1,1,1,1.2,0,Black or African American,0,22,0,1,NA,5,2,0,0,1,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0.5019677419354839,0.5624666666666667,1,0.9375,,0.43566666666666665,0.5961578947368421,0.3,0.5277777777777778,0.058,0.405,0.624,0.018,1.579,65.53211551497924,1909.6002405715103,87.72222222222223,FALSE,1.2136347963333334,0.239597871288,-0.41798506031966665,0.22570386,0.218794735,276,0.8177777777777777,0,1,0,0,1,FALSE,FALSE
94,2023-05-09T12:26:36Z,0.8999999761581421,1.7777777777777777,1080,4,4,5,4,4,5,4,5,5,4,5,5,5,5,3,5,4,5,5,5,4,5,5,5,4,6,1,2,0,3,2,2,5,5,5,5,5,5,5,5,4,2,5,4,5,5,4,4,5,5,5,5,5,5,5,3,4,5,1,5,5,5,1,1,2,2,4,5,1,4,2,2,2.25,0,4.533333333333333,0,4.666666666666667,0,4.416666666666667,0,4.5,0,2.857142857142857,0,3.6666666666666665,0,4.135135135135135,0,3,2,0,2.685908290149837,2.688913841440076,1.1781902292218758,1.933552035330976,5,5,5,5,4,3,4,8,3.3182843434114746,1,2,1,1,1,2,1,1.2857142857142858,0,-0.983453588215891,0,-1.6646766526272905,4,5,5,5,5,4,5,5,4,5,5,4,5,4,4.571428571428571,4.714285714285714,3,5,4,5,4,1,5,4,5,3,2,1,2,3,3,5,1,3,5,3,4.2,0,1.6,0,4,0,3.6,0,3.066666666666667,0,2,4,3,4,4,3,3,1,4,4,3,3,3,4,1,3,1,3,1,4,2.9,0,"Hispanic of Latino (e.g., Mexican American, Central American, and others)",0,30,0,1,NA,5,2,0,0,1,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0.6554375,0.7469354838709678,1,1,,1.8212307692307692,1.5672413793103448,1,0.90625,0.234,0.288,0.633,0.012,1.381,42.453026409164394,1823.709587670107,115.08333333333333,TRUE,2.9662206033333334,1.0578370036666667,1.1806945323333333,0.4581596016666667,0.5390205563333333,264,0.7822222222222223,0,1,0,0,1,FALSE,FALSE
